kaupunginosa,huoneisto,talotyyppi,neliot,velaton_hinta,neliohinta,rakennusvuosi,kerros,hissi,kunto,tontti,energialuokka,apartment_type,postcode
Kruununhaka,"5h, k, kph, 2xe...",kt,"168,50",930000,5519,1928,5/6,on,tyyd.,oma,D2018,Neljä huonetta tai enemmän,00170
Kruununhaka,"6h, k, khh, vh,...",kt,"234,00",1850000,7906,1890,3/4,on,hyvä,oma,D2007,Neljä huonetta tai enemmän,00170
Kruununhaka,"4h,avok,kph,par...",kt,"100,00",750000,7500,1952,3/6,on,hyvä,oma,F2018,Neljä huonetta tai enemmän,00170
Kamppi,1h+k+kph+parvi,kt,"33,00",246000,7455,1912,4/4,ei,tyyd.,oma,F2018,Yksiöt,00180
Kamppi,"1h, k, kph, par...",kt,"34,90",245000,7020,1952,2/8,on,tyyd.,oma,C2007,Yksiöt,00180
Ruoholahti,1h+kk,kt,"23,00",170000,7391,1926,3/5,on,tyyd.,oma,F2018,Yksiöt,00180
Kamppi,"1h, kk, kph",kt,"32,50",155000,4769,1939,4/5,on,huono,oma,F2018,Yksiöt,00180
Kamppi,1h+kk+vaatehuon...,kt,"35,20",275000,7812,1952,4/8,on,tyyd.,oma,C2007,Yksiöt,00180
Kamppi,1h+eteinen,kt,"29,50",203000,6881,1895,3/4,ei,tyyd.,oma,G2013,Yksiöt,00180
Hietalahti,"1h, kk, kph",kt,"27,00",209000,7741,1939,5/7,on,tyyd.,oma,F2013,Yksiöt,00180
Kallio,"1h,kk",kt,"25,00",179000,7160,1962,7/7,on,tyyd.,oma,F2013,Yksiöt,00180
Kamppi,"1h, kk, kph",kt,"16,50",144000,8727,1936,4/5,ei,hyvä,oma,F2013,Yksiöt,00180
Hietalahti,"1h,kt,kph",kt,"25,00",205000,8200,2025,2/8,on,,oma,C2018,Yksiöt,00180
Hietalahti,"1h,kt,kph,parveke",kt,"25,00",230000,9200,2025,3/8,on,,oma,C2018,Yksiöt,00180
Kamppi,"1h,k,kph",kt,"42,00",325000,7738,1908,3/4,ei,tyyd.,oma,D2007,Yksiöt,00180
Hietalahti,"1h, et, k, kph,...",kt,"23,00",230000,10000,1961,8/8,on,hyvä,oma,E2018,Yksiöt,00180
Kamppi,"2h, k, kph, et",kt,"60,00",425000,7083,1908,3/4,on,tyyd.,oma,,Kaksiot,00180
Kamppi,2h+k+kph,kt,"45,80",350705,7657,1929,6/7,on,hyvä,oma,E2018,Kaksiot,00180
Kamppi,2h+k+kph,kt,"46,50",361000,7763,1929,5/6,on,hyvä,oma,F2013,Kaksiot,00180
Ruoholahti,"2 h, k, kph, p",kt,"45,00",237000,5267,1993,4/4,ei,tyyd.,vuokra,E2018,Kaksiot,00180
Kamppi,"2h, k, kph",kt,"74,20",560000,7547,1904,2/5,on,hyvä,oma,,Kaksiot,00180
Kamppi,"2h, avokeitti&#...",kt,"45,00",449000,9978,1938,4/5,on,hyvä,oma,E2013,Kaksiot,00180
Ruoholahti,"2-3h, k, kph, s, p",kt,"62,50",267000,4272,1993,2/7,on,tyyd.,vuokra,D,Kaksiot,00180
Jätkäsaari,"2h, k, kph, s, ...",kt,"50,50",360000,7129,2015,3/7,on,hyvä,oma,E2018,Kaksiot,00180
Kamppi,"2h, tupak., kph...",kt,"39,50",370000,9367,2015,3/6,on,hyvä,oma,C2013,Kaksiot,00180
Kamppi,1-2h+avok+kph+e...,kt,"52,00",350000,6731,1926,2/5,on,hyvä,oma,F2013,Kaksiot,00180
Kamppi,2h+kk+kph,kt,"55,00",370000,6727,1906,3/7,on,tyyd.,oma,,Kaksiot,00180
Kamppi,"2h, k, kph, alk...",kt,"63,00",350500,5563,1929,4/6,ei,huono,oma,E2018,Kaksiot,00180
Ruoholahti,"2h, avok, kph/w...",kt,"44,00",285000,6477,1993,4/5,on,hyvä,vuokra,C2018,Kaksiot,00180
Hietalahti,"2h,kt,kph,parveke",kt,"53,00",542000,10226,2025,6/8,on,,oma,C2018,Kaksiot,00180
Kamppi,"2h, avok, etein...",kt,"40,50",345000,8519,1895,4/4,ei,hyvä,oma,G2013,Kaksiot,00180
Kamppi,2-3h+k+kph+p,kt,"51,50",345000,6699,1971,2/6,on,hyvä,oma,G2013,Kaksiot,00180
Ruoholahti,"2h, k, kph, las...",kt,"45,50",254000,5582,1993,7/7,on,tyyd.,vuokra,B2018,Kaksiot,00180
Hietalahti,"2h,kt,kph,parveke",kt,"53,00",410000,7736,2025,4/8,on,,oma,C2018,Kaksiot,00180
Jätkäsaari,2h+avok.kph+las.p.,kt,"57,00",347500,6096,2013,5/8,on,hyvä,vuokra,A2018,Kaksiot,00180
Kamppi,"2h, k, kph, vh,...",kt,"55,50",396000,7135,1961,4/8,on,hyvä,oma,E2018,Kaksiot,00180
Kamppi,"2 h, kk, kph",kt,"42,00",253389,6033,1939,3/5,on,tyyd.,oma,F2018,Kaksiot,00180
Ruoholahti,"2h, k, kph/wc, ...",kt,"44,00",268000,6091,1993,3/6,on,tyyd.,vuokra,C2018,Kaksiot,00180
Kamppi,2h+k+s+parv,kt,"50,00",425000,8500,1989,6/6,on,hyvä,oma,E2007,Kaksiot,00180
Kamppi,"3h, k",kt,"60,00",450000,7500,1940,2/4,on,hyvä,oma,E2018,Kolmiot,00180
Kamppi,"3h, avok, kph, ...",kt,"66,00",632500,9583,1926,7/7,on,hyvä,oma,F2013,Kolmiot,00180
Kamppi,"2-3h, avok, kph...",kt,"52,00",388000,7462,1960,5/5,on,hyvä,oma,F2018,Kolmiot,00180
Kamppi,"3h, k, halli ja...",kt,"77,10",425000,5512,1929,3/7,on,tyyd.,oma,F2013,Kolmiot,00180
Kamppi,"3-4h, k, kph,s,...",kt,"91,00",658728,7239,1988,4/8,on,hyvä,oma,E2018,Kolmiot,00180
Kamppi,"3h, k, kph, ran...",kt,"64,00",380000,5938,1979,6/7,on,hyvä,vuokra,F2013,Kolmiot,00180
Kamppi,"3 h, k, kph, wc...",kt,"76,00",471000,6197,1981,2/7,on,tyyd.,oma,E2013,Kolmiot,00180
Kamppi,"3h, keittiö...",kt,"78,00",585000,7500,1989,2/6,on,hyvä,oma,C2007,Kolmiot,00180
Ruoholahti,3h+k+s+2kph/wc+...,kt,"87,00",590000,6782,1996,-1/7,on,tyyd.,oma,E2013,Kolmiot,00180
Hietalahti,"3h,kt,kph,erill...",kt,"79,00",1036000,13114,2025,8/8,on,,oma,C2018,Kolmiot,00180
Kamppi,"3h, k, kph, las...",kt,"61,50",455000,7398,1963,2/7,on,hyvä,oma,D2007,Kolmiot,00180
Ruoholahti,"3h, avok, kph/w...",kt,"83,50",510000,6108,1996,5/7,on,hyvä,oma,E2013,Kolmiot,00180
Ruoholahti,"3h,k,kph, erill...",kt,"83,50",352600,4223,1995,3/8,on,tyyd.,vuokra,D2007,Kolmiot,00180
Kamppi,3h+k+kph,kt,"93,00",475000,5108,1951,2/5,on,tyyd.,oma,E2018,Kolmiot,00180
Kamppi,"2-3h, k, kph, p...",kt,"82,20",528000,6423,1952,5/8,on,hyvä,oma,C2007,Kolmiot,00180
Ruoholahti,"5h, avok, rt, k...",kt,"113,00",597000,5283,1993,4/5,on,hyvä,vuokra,C2018,Neljä huonetta tai enemmän,00180
Kamppi,"4h, k, kph, eri...",kt,"91,70",660000,7197,1916,3/5,ei,hyvä,oma,F2013,Neljä huonetta tai enemmän,00180
Ruoholahti,"5h, avok, rt, k...",kt,"113,00",627000,5549,1993,5/5,on,tyyd.,vuokra,C2018,Neljä huonetta tai enemmän,00180
Hietalahti,"4-5h, avok, kph...",kt,"114,00",850000,7456,1989,7/9,on,tyyd.,oma,E2007,Neljä huonetta tai enemmän,00180
Ruoholahti,"4h, k, kph, s, ...",kt,"91,50",468886,5124,1993,4/6,on,tyyd.,vuokra,C2018,Neljä huonetta tai enemmän,00180
"Kamppi, hietalahti","3h, avok., kph,...",kt,"82,50",665100,8062,1890,2/4,ei,hyvä,oma,G2018,Neljä huonetta tai enemmän,00180
Jätkäsaari,"4h, k, s/kph/wc...",kt,"96,50",460000,4767,1995,3/7,on,hyvä,vuokra,F2013,Neljä huonetta tai enemmän,00180
Lauttasaari,"1h,kk,parveke",kt,"32,10",212500,6620,1961,3/4,on,hyvä,oma,G2013,Yksiöt,00200
Lauttasaari,1 h+kk+kph,kt,"19,50",170800,8759,1939,3/7,on,hyvä,oma,D2018,Yksiöt,00200
Lauttasaari,"1h,kk,kph",kt,"30,00",192000,6400,1954,-1/4,on,hyvä,oma,F2007,Yksiöt,00200
Lauttasaari,"1h, parvi, avok...",kt,"27,50",191000,6945,1937,3/5,on,hyvä,oma,E2018,Yksiöt,00200
Lauttasaari,"1h, k, kph, las...",kt,"35,50",234000,6592,1962,5/5,on,hyvä,oma,C2018,Yksiöt,00200
Lauttasaari,1h+kk+kph+alkov...,kt,"30,00",215000,7167,1954,1/4,on,hyvä,oma,F,Yksiöt,00200
Lauttasaari,1h+kk+kh,kt,"28,00",180000,6429,1959,3/3,ei,tyyd.,oma,E2018,Yksiöt,00200
Lauttasaari,"1h, kk",kt,"28,40",192000,6761,1959,3/4,on,huono,oma,E2013,Yksiöt,00200
Lauttasaari,"1h, kk",kt,"24,00",144000,6000,1939,1/5,on,hyvä,oma,F2013,Yksiöt,00200
Lauttasaari,"1h, kk, kph",kt,"24,50",163000,6653,1954,4/4,ei,tyyd.,oma,F2013,Yksiöt,00200
Lauttasaari,1h+kk+kph+parve...,kt,"23,50",184000,7830,1963,2/4,on,tyyd.,oma,E2018,Yksiöt,00200
Lauttasaari,"1h,kk,kph,vh,pa...",kt,"30,00",198000,6600,1960,3/4,on,hyvä,oma,F2013,Yksiöt,00200
Lauttasaari,1h+kk,kt,"26,00",193000,7423,1960,1/2,ei,,oma,G2013,Yksiöt,00200
Lauttasaari,"1h, kk,kph, ran...",kt,"30,00",179000,5967,1961,3/5,on,tyyd.,oma,F2013,Yksiöt,00200
Lauttasaari,"1h, kk, kph, et",kt,"25,00",182000,7280,1955,3/4,on,hyvä,oma,F2013,Yksiöt,00200
Lauttasaari,"1h, kk, kph, et...",kt,"31,40",227094,7232,1956,2/3,ei,hyvä,oma,F2018,Yksiöt,00200
Lauttasaari,"1h, kt, kph",kt,"30,00",192500,6417,1959,3/3,ei,hyvä,oma,F2018,Yksiöt,00200
Lauttasaari,"1h, k, kph, ete...",kt,"38,00",248000,6526,1956,1/4,ei,hyvä,oma,F2018,Yksiöt,00200
Lauttasaari,1h+kk+vh+kph+la...,kt,"25,50",215000,8431,1961,2/5,on,hyvä,oma,C2018,Yksiöt,00200
Lauttasaari,"1h, avok",kt,"29,50",172000,5831,1954,2/4,ei,tyyd.,oma,D2018,Yksiöt,00200
Lauttasaari,1h+kk+kph+p,kt,"29,50",199900,6776,1963,4/4,on,hyvä,oma,C2018,Yksiöt,00200
Lauttasaari,"1h, k, alkovi, ...",kt,"26,10",205000,7854,1978,2/2,ei,hyvä,oma,F2007,Yksiöt,00200
Lauttasaari,1h+ks,kt,"26,00",159000,6115,1940,5/5,on,tyyd.,oma,G2018,Yksiöt,00200
Lauttasaari,1h+kk+kph,kt,"28,00",193000,6893,1961,1/5,on,hyvä,oma,D2018,Yksiöt,00200
Lauttasaari,1 h+kk+kph,kt,"21,00",189000,9000,1961,3/4,on,hyvä,oma,F2013,Yksiöt,00200
Lauttasaari,2h+kk+kph+et+pa...,kt,"38,00",222105,5845,1960,3/4,ei,tyyd.,oma,E2013,Kaksiot,00200
Lauttasaari,"2h, avok, kph",kt,"50,50",400000,7921,1938,3/5,on,hyvä,oma,E2018,Kaksiot,00200
Lauttasaari,2h+k+p,kt,"51,50",341000,6621,1959,2/4,on,hyvä,oma,D2018,Kaksiot,00200
Lauttasaari,"2h, k, kph, par...",kt,"55,00",333000,6055,1954,1/5,on,hyvä,oma,F2013,Kaksiot,00200
Lauttasaari,"2h, k, kph, las...",kt,"51,00",280000,5490,1972,2/2,ei,tyyd.,oma,G2013,Kaksiot,00200
Lauttasaari,"2h, avok, kph, ...",kt,"60,00",420000,7000,1941,3/4,on,hyvä,oma,G2013,Kaksiot,00200
Lauttasaari,"2h, k, kph,vh, ...",kt,"50,00",265000,5300,1964,1/4,on,tyyd.,oma,F2018,Kaksiot,00200
Lauttasaari,2h+kk+kph+parveke,kt,"34,00",220000,6471,1962,3/4,on,hyvä,oma,G2013,Kaksiot,00200
Lauttasaari,"2h,k,vh,kph ja ...",kt,"56,00",332000,5929,1965,3/4,on,hyvä,oma,D2018,Kaksiot,00200
Lauttasaari,"2h, k, kph, par...",kt,"58,00",370000,6379,1955,1/4,ei,hyvä,oma,D2018,Kaksiot,00200
Lauttasaari,2 h+kk+kph+parveke,kt,"39,00",250000,6410,1961,2/4,ei,hyvä,oma,G2013,Kaksiot,00200
Lauttasaari,"2h,k,kph,vh,par...",kt,"52,00",221000,4250,1970,1/4,ei,hyvä,oma,F2013,Kaksiot,00200
Lauttasaari,"2h, k, kph, par...",kt,"53,00",295000,5566,1949,1/4,ei,tyyd.,oma,F2013,Kaksiot,00200
Lauttasaari,"2h, kk, kph, vh...",kt,"37,50",240000,6400,1963,3/4,on,hyvä,oma,C2018,Kaksiot,00200
Lauttasaari,"2h, kk",kt,"47,00",270000,5745,1955,2/4,ei,huono,oma,E2007,Kaksiot,00200
Lauttasaari,2h+k+kph+parveke,kt,"55,00",307500,5591,1952,1/4,on,tyyd.,oma,E2018,Kaksiot,00200
Lauttasaari,"2h,k,kph,eteine...",kt,"56,70",300000,5291,1947,4/4,ei,huono,oma,D2018,Kaksiot,00200
Lauttasaari,"2h, avok, kph, ...",kt,"43,00",273000,6349,1954,4/4,ei,hyvä,oma,E2018,Kaksiot,00200
Lauttasaari,"2h, avok, kph",kt,"50,50",405602,8032,1938,1/5,on,hyvä,oma,E2018,Kaksiot,00200
Lauttasaari,"2h, k, kph, l.p...",kt,"50,00",237000,4740,1963,2/4,on,huono,oma,F2013,Kaksiot,00200
Lauttasaari,2h+kk+kh,kt,"38,50",248000,6442,1957,1/2,ei,tyyd.,oma,C2018,Kaksiot,00200
Lauttasaari,"2h, k, kph/wc",kt,"49,00",300000,6122,1955,1/5,on,hyvä,oma,D2018,Kaksiot,00200
Lauttasaari,"2h, k, kph, las...",kt,"54,50",355000,6514,1957,2/4,on,hyvä,oma,C2018,Kaksiot,00200
Lauttasaari,2H + HALLI + KE...,kt,"48,00",256000,5333,1950,1/4,ei,huono,oma,F2013,Kaksiot,00200
Lauttasaari,2h+k+parveke,kt,"46,50",305000,6559,1955,3/5,on,huono,oma,E2018,Kaksiot,00200
Lauttasaari,"2h, kk, kph",kt,"38,00",235000,6184,1951,2/4,on,huono,oma,C2018,Kaksiot,00200
Lauttasaari,2h+k+kph+p,kt,"54,00",332000,6148,1952,3/4,on,hyvä,oma,F2013,Kaksiot,00200
Lauttasaari,"2h, keittiö...",kt,"63,50",330000,5197,1955,2/5,on,tyyd.,oma,E2018,Kaksiot,00200
Lauttasaari,"2h, avok, kph, ...",kt,"53,00",310000,5849,1956,1/4,on,hyvä,oma,F2013,Kaksiot,00200
Lauttasaari,2h+k+kph+p (yj ...,kt,"53,00",304000,5736,1966,3/4,on,hyvä,oma,E2018,Kaksiot,00200
Lauttasaari,"2 h, kk, kph, r...",kt,"41,80",263000,6292,1940,2/4,ei,tyyd.,oma,D2013,Kaksiot,00200
Lauttasaari,2h+kk+kph+las.p...,kt,"40,00",264000,6600,1963,4/4,on,hyvä,oma,E2013,Kaksiot,00200
Lauttasaari,"2h, kk, kph/wc,...",kt,"43,00",283000,6581,1960,4/4,on,hyvä,oma,F2018,Kaksiot,00200
Lauttasaari,"2,kk, lasit.parv.",kt,"38,00",249000,6553,1963,1/3,ei,hyvä,oma,G2013,Kaksiot,00200
Lauttasaari,"2h, kk, kph, vh",kt,"42,00",240000,5714,1959,3/3,ei,hyvä,oma,F2013,Kaksiot,00200
Lauttasaari,"2h,kk, parveke",kt,"54,00",270000,5000,1938,6/7,on,tyyd.,oma,F2013,Kaksiot,00200
Lauttasaari,2h+kk+kph+p,kt,"53,00",300000,5660,1939,2/5,on,huono,oma,F2013,Kaksiot,00200
Lauttasaari,"2h, kk, kph",kt,"38,00",228000,6000,1954,4/4,ei,tyyd.,oma,F2013,Kaksiot,00200
Lauttasaari,"2h, kk, kph, la...",kt,"38,00",240000,6316,1963,3/3,ei,hyvä,oma,G2013,Kaksiot,00200
Lauttasaari,2h+k+kph+vh+par...,kt,"55,50",315000,5676,1940,4/5,on,hyvä,oma,G2013,Kaksiot,00200
Lauttasaari,"2h, avok, kph, ...",kt,"46,50",437500,9409,2017,4/6,on,hyvä,oma,C2013,Kaksiot,00200
Lauttasaari,"2h, avok, kph, ...",kt,"53,00",340000,6415,1938,7/7,on,hyvä,oma,F2013,Kaksiot,00200
Lauttasaari,2h+k,kt,"52,00",331500,6375,1959,2/3,ei,hyvä,oma,F2018,Kaksiot,00200
Lauttasaari,2h+k (isän...,kt,"39,50",268500,6797,1959,1/4,on,hyvä,oma,F2013,Kaksiot,00200
Lauttasaari,2h+avok+kph (Yj...,kt,"50,00",302000,6040,1954,4/5,on,tyyd.,oma,F2018,Kaksiot,00200
Lauttasaari,"2h, k, kph, par...",kt,"45,50",276500,6077,1969,2/4,on,tyyd.,oma,C2018,Kaksiot,00200
Lauttasaari,"3, h, avok., kp...",kt,"54,50",345000,6330,1962,2/4,on,hyvä,oma,G2013,Kolmiot,00200
Lauttasaari,"3h, k, kph/wc, ...",kt,"73,30",462500,6310,1956,2/3,ei,hyvä,oma,F2018,Kolmiot,00200
Lauttasaari,"3h, kk,kph",kt,"56,00",364000,6500,1938,1/4,ei,hyvä,oma,G2013,Kolmiot,00200
Lauttasaari,"3h, avok, kph, ...",kt,"73,40",405000,5518,1961,3/4,on,tyyd.,oma,G2013,Kolmiot,00200
Lauttasaari,4h+k (yj),rt,"87,00",650000,7471,1960,1/2,ei,hyvä,oma,,Kolmiot,00200
Lauttasaari,"3h, kk, kph",kt,"52,00",347000,6673,1951,2/4,on,hyvä,oma,C2018,Kolmiot,00200
Lauttasaari,3h+k+kph+vh+par...,kt,"69,00",443000,6420,1958,2/5,on,tyyd.,oma,D2018,Kolmiot,00200
Lauttasaari,"3h, k, kph, par...",kt,"64,00",328000,5125,1939,3/4,on,hyvä,oma,E2013,Kolmiot,00200
Lauttasaari,3h+k+kh,kt,"67,00",430000,6418,1957,2/2,ei,hyvä,oma,D2018,Kolmiot,00200
Lauttasaari,4h + avok + rt ...,kt,"82,00",590000,7195,1957,2/4,on,hyvä,oma,C2018,Kolmiot,00200
Lauttasaari,"3h, k, kph, sau...",kt,"62,00",350000,5645,1952,1/4,on,hyvä,oma,F2013,Kolmiot,00200
Lauttasaari,3 h+k+kph+parveke,kt,"65,00",373000,5738,1958,1/3,ei,tyyd.,oma,F2018,Kolmiot,00200
Lauttasaari,"3h, kph, p (yj....",kt,"64,00",400000,6250,1954,,on,huono,oma,,Kolmiot,00200
Lauttasaari,"3h, k, parveke",kt,"69,00",459000,6652,1950,2/4,ei,hyvä,oma,F2013,Kolmiot,00200
Lauttasaari,4h+k yj:n mukaa...,kt,"78,50",475000,6051,1955,3/6,on,hyvä,oma,G2013,Kolmiot,00200
Lauttasaari,"3h, k, kh",kt,"67,00",445000,6642,1960,2/4,on,,oma,,Kolmiot,00200
Lauttasaari,"3h, k, kph, las...",kt,"54,50",365000,6697,1962,2/4,on,hyvä,oma,G2013,Kolmiot,00200
Lauttasaari,"3h, kph, kk ja ...",kt,"63,00",335000,5317,1958,1/3,ei,huono,oma,F2018,Kolmiot,00200
Lauttasaari,3h+k+2kph,kt,"104,30",596000,5714,1940,3/5,on,hyvä,oma,D2018,Kolmiot,00200
Lauttasaari,"3h, keittiö...",kt,"78,00",455000,5833,1939,3/6,on,hyvä,oma,E2013,Kolmiot,00200
Lauttasaari,3h+avok+kph +pa...,kt,"54,00",360000,6667,1957,1/4,on,hyvä,oma,G2013,Kolmiot,00200
Lauttasaari,"3h,k,kph,parv.",kt,"72,00",465000,6458,1952,2/2,ei,hyvä,oma,C2018,Kolmiot,00200
Lauttasaari,"3h, kk,kph",kt,"56,00",275000,4911,1938,1/4,ei,tyyd.,oma,G2013,Kolmiot,00200
Lauttasaari,"3h, kk, kph + l...",kt,"54,40",338000,6213,1960,1/3,on,hyvä,oma,E2013,Kolmiot,00200
Lauttasaari,"3h, k, kph/wc, ...",kt,"80,00",473000,5913,1972,2/2,ei,huono,oma,G2013,Kolmiot,00200
Lauttasaari,"3h, k, s, kph/w...",kt,"110,00",800000,7273,1968,2/2,ei,tyyd.,oma,E2013,Kolmiot,00200
Lauttasaari,"3h,k,wc/kph, vh...",kt,"58,00",339000,5845,1962,2/2,ei,hyvä,oma,E2018,Kolmiot,00200
Lauttasaari,"3h,k,kph,las.parv.",kt,"74,00",471000,6365,1966,2/4,ei,hyvä,oma,F2013,Kolmiot,00200
Lauttasaari,"3h, avok, lasit...",kt,"54,50",395000,7248,2020,2/7,on,hyvä,,B2018,Kolmiot,00200
Lauttasaari,"3h, k, kph, vh, p",kt,"69,20",445000,6431,1940,4/4,ei,hyvä,oma,E2013,Kolmiot,00200
Lauttasaari,3h+k+kph+las. p...,kt,"65,50",368000,5618,1963,2/5,on,tyyd.,oma,D2018,Kolmiot,00200
Lauttasaari,"3h, k",kt,"71,00",445000,6268,1956,4/4,on,hyvä,oma,D2007,Kolmiot,00200
Lauttasaari,"3h, k, kph ja p...",kt,"92,00",580000,6304,1941,2/5,on,hyvä,oma,E2018,Kolmiot,00200
Lauttasaari,4h+k+s (yhti...,rt,"129,50",700000,5405,1981,1/2,ei,tyyd.,oma,,Neljä huonetta tai enemmän,00200
Lauttasaari,4h+k+2xkph+vh+p...,kt,"116,50",850000,7296,1962,1/2,ei,hyvä,oma,C2013,Neljä huonetta tai enemmän,00200
Lauttasaari,"4h, k, kph, p",kt,"97,00",638000,6577,1955,2/3,ei,tyyd.,oma,E2018,Neljä huonetta tai enemmän,00200
Lauttasaari,"4-5H, K, KPH, W...",kt,"117,00",660000,5641,1965,1/2,ei,tyyd.,oma,D2018,Neljä huonetta tai enemmän,00200
Lauttasaari,"4 h, k, kph, er...",kt,"85,00",440000,5176,1965,1/2,ei,tyyd.,oma,E2018,Neljä huonetta tai enemmän,00200
Lauttasaari,"5 h, avokeitti&...",kt,"107,00",792000,7402,2020,4/7,on,hyvä,,B2018,Neljä huonetta tai enemmän,00200
Lauttasaari,"5-6h, k, kph, e...",kt,"117,50",725000,6170,1961,6/6,on,tyyd.,oma,D2018,Neljä huonetta tai enemmän,00200
